Latitude,Longitude,Magnitude
-11.9001359543,-76.5289561874,37.3782806396
-11.9003812306,-76.5278326363,32.0228729248
-11.9006462860,-76.5267113253,29.6773910522
-11.9009307499,-76.5255941701,30.0665397644
-11.9012345384,-76.5244816121,33.7680892944
-11.9015570427,-76.5233758922,36.9964561462
-11.9018993396,-76.5222734064,35.3338050842
-11.9022595713,-76.5211800935,31.7446670532
-11.9026385013,-76.5200934229,32.5514717102
-11.9030355339,-76.5190149410,31.8351821899
-11.9034523461,-76.5179402505,34.9649162292
-11.9038869434,-76.5168746715,36.8952407837
-11.9043402570,-76.5158158552,37.5292472839
-11.9048115279,-76.5147656570,40.1615905762
-11.9052992382,-76.5137271989,39.0353240967
-11.9058061107,-76.5126946288,35.8809356689
-11.9063316999,-76.5116692108,34.6430587769
-11.9068724004,-76.5106578115,32.2499198914
-11.9074317030,-76.5096537320,34.0320777893
-11.9080083457,-76.5086594150,34.9328651428
-11.9086029420,-76.5076739416,36.4571380615
-11.9092127603,-76.5067017447,35.5979309082
-11.9098383525,-76.5057417440,35.7480354309
-11.9104825958,-76.5047896316,35.3911972046
-11.9111419688,-76.5038507194,34.5869483948
-11.9118167364,-76.5029244715,34.5850639343
-11.9125101556,-76.5020065712,31.5454597473
-11.9132164718,-76.5011046702,26.5130043030
-11.9139376312,-76.5002160565,18.1453380585
-11.9146759509,-76.4993379552,11.2920131683
-11.9154288229,-76.4984735939,11.4904336929
-11.9161961061,-76.4976230666,11.8206596375
-11.9169775225,-76.4967866335,11.3461399078
-11.9177744888,-76.4959628509,11.1996002197
-11.9194073004,-76.4943611588,18.3955307007
-11.9202461336,-76.4935803667,24.4411182404
-11.9210964438,-76.4928161972,25.3709888458
-11.9219590653,-76.4920677941,25.5552463531
-11.9228373877,-76.4913323105,19.7232437134
-11.9491527160,-76.4782921496,14.1662330627
-11.9502631900,-76.4780418841,17.4169616699
-11.9513766775,-76.4778115870,14.1646347046
-11.9558625550,-76.4770890995,11.0907630920
-11.9569910495,-76.4769582888,20.5819396973
-11.9581201681,-76.4768476188,23.6164894104
-11.9592523278,-76.4767568471,36.9391670227
-11.9603881603,-76.4766860454,44.5740966797
-11.9615236516,-76.4766354706,44.6833839417
-11.9626598045,-76.4766050330,46.8529777527
-11.9637930488,-76.4765947605,57.6421432495
-11.9649308725,-76.4766046024,60.3087997437
-11.9660656153,-76.4766345563,55.6143798828
-11.9672009182,-76.4766846663,58.8806304932
-11.9683333533,-76.4767547676,52.4129486084
-11.9694665548,-76.4768450973,37.0627365112
-11.9705958229,-76.4769552756,34.3011970520
-11.9717273993,-76.4770859783,48.6173896790
-11.9728518128,-76.4772360915,55.2305068970
-11.9739750557,-76.4774063404,53.4957351685
-11.9750976609,-76.4775969044,44.6064262390
-11.9762117457,-76.4778063689,38.6520614624
-11.9773279693,-76.4780367805,36.0915069580
-11.9784343438,-76.4782856674,25.8829956055
-11.9795419014,-76.4785555021,22.8784847260
-11.9806390159,-76.4788434496,28.1133804321
-11.9817359241,-76.4791521932,30.7626533508
-11.9828246635,-76.4794795337,27.2028274536
-11.9839086100,-76.4798264434,21.0686378479
-11.9849848468,-76.4801919817,13.8028659821
-12.0205174021,-76.5773216953,12.7360277176
-12.0199133389,-76.5783227828,24.3009681702
-12.0192925094,-76.5793124115,30.7246704102
-12.0186557526,-76.5802893887,34.1690216064
-12.0180012276,-76.5812565412,35.8567924500
-12.0173302016,-76.5822118872,33.7358398438
-12.0166414915,-76.5831570294,34.4531440735
-12.0159398698,-76.5840855429,32.6781120300
-12.0152211559,-76.5850031038,37.2014465332
-12.0144856236,-76.5859091963,35.1866493225
-12.0137359263,-76.5868005700,28.4780941010
-12.0129693888,-76.5876803766,34.1157379150
-12.0121907615,-76.5885432317,36.4307670593
-12.0113952810,-76.5893944793,36.3162727356
-12.0105835831,-76.5902332092,32.7319183350
-12.0097615705,-76.5910534545,30.7078819275
-12.0089225241,-76.5918619397,28.6054859161
-12.0080712825,-76.5926539532,30.1031684875
-12.0072058415,-76.5934314048,32.4971008301
-12.0063268548,-76.5941936445,30.7579650879
-12.0054353069,-76.5949398295,33.9591522217
-12.0045323721,-76.5956690634,32.3830795288
-12.0036174723,-76.5963818752,26.9701385498
-12.0026886078,-76.5970797667,32.7278633118
-12.0017483612,-76.5977607342,37.2772140503
-12.0007946160,-76.5984262570,36.4599227905
-11.9998336717,-76.5990720232,37.7316665649
-11.9988575846,-76.5997033667,33.8547096252
-11.9978724268,-76.6003162582,32.1787109375
-11.9968781214,-76.6009108772,31.3220825195
-11.9958723220,-76.6014885907,30.6653213501
-11.9948586620,-76.6020473327,30.5249671936
-11.9938342499,-76.6025887259,31.9951782227
-11.9928010215,-76.6031117215,33.2649650574
-11.9917576284,-76.6036169339,33.1080169678
-11.9907071939,-76.6041028886,30.3630294800
-11.9896454074,-76.6045715218,31.1456909180
-11.9885805217,-76.6050192353,33.1994628906
-11.9875057807,-76.6054489509,33.2815399170
-11.9864232967,-76.6058597324,30.9335250854
-11.9853349922,-76.6062508809,24.8858833313
-11.9842372080,-76.6066236377,16.5178165436
-11.9831365058,-76.6069757987,12.3700904846
-11.9820290299,-76.6073086723,14.8288173676
-11.9809169324,-76.6076216002,18.1682548523
-11.9797990489,-76.6079149322,11.1473731995
-11.9614796028,-76.6098653720,11.3792209625
-11.9591750723,-76.6097420729,13.3981189728
-11.9580214441,-76.6096495475,11.2979917526
-11.9422491184,-76.6062403002,14.2429485321
-11.9411598507,-76.6058482735,12.7664365768
-11.9400791606,-76.6054376220,11.1670713425
-11.9379349816,-76.6045571934,10.9511184692
-11.9368765284,-76.6040894530,13.3871231079
-11.9337494699,-76.6025736937,14.6896858215
-11.9327263006,-76.6020324488,10.6563224792
-11.9317125645,-76.6014731768,17.9438018799
-11.9307057545,-76.6008943757,14.7194461823
-11.9297119699,-76.6002995747,14.2063064575
-11.9287266163,-76.5996860520,17.5441932678
-11.9277528888,-76.5990557583,13.5400524139
-11.9267897590,-76.5984080525,15.5801887512
-11.9258373504,-76.5977429885,13.9203701019
-11.9248998092,-76.5970635481,14.2409095764
-11.9239718216,-76.5963659606,12.9414005280
-11.9161960611,-76.5893773812,14.8538074493
-11.9154010366,-76.5885263428,12.6184720993
-11.9138557926,-76.5867830112,15.4740333557
-11.9131052815,-76.5858903729,18.5429687500
-11.9123717012,-76.5849863886,14.5069084167
-11.9116513666,-76.5840664457,15.5450706482
-11.9109486203,-76.5831360981,16.5543670654
-11.9102621159,-76.5821936468,16.8038272858
-11.9095913724,-76.5812383925,12.5075893402
-11.8981218328,-76.5345105074,13.4565601349
-11.8982725649,-76.5333478093,21.8564834595
-11.8984433230,-76.5321874352,27.7979660034
-11.8986338863,-76.5310309672,29.6735496521
-11.8988442285,-76.5298784363,34.8031196594
-11.8990748793,-76.5287271788,38.1340789795
-11.8993242410,-76.5275849058,32.9743232727
-11.8995937128,-76.5264449098,29.2281265259
-11.8998829195,-76.5253091401,31.4500656128
-11.9001917730,-76.5241780449,35.3509216309
-11.9005196466,-76.5230538995,35.5558509827
-11.9008676482,-76.5219330430,35.9109497070
-11.9012338846,-76.5208215116,33.2327117920
-11.9016191281,-76.5197167322,31.7511367798
-11.9020227699,-76.5186202780,36.1198234558
-11.9024465311,-76.5175276822,39.4248886108
-11.9028883686,-76.5164443434,40.0581741333
-11.9033492356,-76.5153678837,37.6095314026
-11.9038283644,-76.5143001875,39.7376403809
-11.9043242017,-76.5132444261,38.1763458252
-11.9048395190,-76.5121946490,35.6846466064
-11.9053738706,-76.5111521446,34.3496856689
-11.9059235763,-76.5101238874,33.6070251465
-11.9064921929,-76.5091030752,33.4202613831
-11.9070784497,-76.5080921911,37.2927017212
-11.9076829514,-76.5070902937,37.4072570801
-11.9083029311,-76.5061018945,35.1769752502
-11.9089389493,-76.5051258974,34.2489967346
-11.9095939276,-76.5041579184,34.9861831665
-11.9102642872,-76.5032033543,35.1643371582
-11.9109502973,-76.5022616740,32.8776435852
-11.9116552767,-76.5013284799,30.3991737366
-11.9123733605,-76.5004115448,27.4267158508
-11.9131065392,-76.4995081209,19.2563819885
-11.9138571562,-76.4986153884,11.9220790863
-11.9161970850,-76.4960215429,12.9623317719
-11.9170073329,-76.4951840289,12.6626291275
-11.9178302094,-76.4943626260,11.5809402466
-11.9186673520,-76.4935556441,18.0287227631
-11.9195201642,-76.4927618414,26.4049701691
-11.9203846476,-76.4919849389,28.5302009583
-11.9212616410,-76.4912240580,25.2333145142
-11.9221546000,-76.4904763160,18.2510757446
-11.9489084704,-76.4772187456,10.9586334229
-11.9500374513,-76.4769643069,13.4966888428
-11.9568774363,-76.4758626190,13.0115442276
-11.9580253736,-76.4757501019,20.1316375732
-11.9591764020,-76.4756578102,25.5026512146
-11.9603311646,-76.4755858293,27.2707424164
-11.9614855809,-76.4755344069,27.1385536194
-11.9626406696,-76.4755034623,42.9894485474
-11.9637928010,-76.4754930103,51.8980064392
-11.9649495884,-76.4755030133,49.5498161316
-11.9661032439,-76.4755334555,54.1054954529
-11.9672574686,-76.4755843946,55.8075828552
-11.9684087780,-76.4756556613,48.9515800476
-11.9695608664,-76.4757474881,34.7731170654
-11.9707089565,-76.4758594998,28.2486438751
-11.9718593930,-76.4759923767,44.6671066284
-11.9730025467,-76.4761449915,53.5284500122
-11.9741445105,-76.4763180693,53.8144149780
-11.9752858267,-76.4765118075,47.1798362732
-11.9764184794,-76.4767247646,45.1128311157
-11.9775533074,-76.4769590096,46.2299385071
-11.9786781231,-76.4772120394,36.4404602051
-11.9798041418,-76.4774863623,25.2695388794
-11.9809195423,-76.4777791030,29.2330398560
-11.9820347331,-76.4780929897,28.9916267395
-11.9831416219,-76.4784257873,25.6987380981
-11.9842436329,-76.4787784725,22.4536476135
-11.9853378085,-76.4791501003,18.0235538483
-12.0214471550,-76.5778893834,15.9846324921
-12.0208331828,-76.5789068831,25.7443370819
-12.0202021794,-76.5799127400,33.7411460876
-12.0195549838,-76.5809057344,39.4370651245
-12.0188897242,-76.5818887446,36.9369735718
-12.0182076987,-76.5828597529,33.8558197021
-12.0175076933,-76.5838203912,29.9703559875
-12.0167945689,-76.5847641272,36.1909828186
-12.0160640741,-76.5856967308,42.1319084167
-12.0153164784,-76.5866176819,38.4874343872
-12.0145544882,-76.5875236629,36.5417327881
-12.0137753840,-76.5884178971,40.1778755188
-12.0129839914,-76.5892948971,41.3614425659
-12.0121754674,-76.5901600964,39.6436996460
-12.0113504613,-76.5910125760,34.4702949524
-12.0105149639,-76.5918462657,33.7509231567
-12.0096621635,-76.5926680068,31.7260894775
-12.0087969692,-76.5934730069,30.9374351501
-12.0079173329,-76.5942631982,31.2080993652
-12.0070239345,-76.5950379351,28.8317813873
-12.0061177674,-76.5957963480,29.4886245728
-12.0052000282,-76.5965375406,31.1470947266
-12.0042701298,-76.5972620328,29.3569984436
-12.0033260372,-76.5979713668,28.0898380280
-12.0023703728,-76.5986634940,32.3788795471
-12.0014009868,-76.5993399251,34.8318939209
-12.0004242893,-76.5999962765,35.8375167847
-11.9994321997,-76.6006379674,33.7260437012
-11.9984308894,-76.6012609057,32.7940025330
-11.9974202836,-76.6018652662,30.8126831055
-11.9963979942,-76.6024524520,30.2263526917
-11.9953677162,-76.6030203567,32.0384330750
-11.9943265075,-76.6035706164,34.1747283936
-11.9932763347,-76.6041021735,31.6648750305
-11.9922158406,-76.6046156779,34.8779335022
-11.9911481838,-76.6051095928,31.1129913330
-11.9900689875,-76.6055859080,32.8117256165
-11.9889866436,-76.6060409536,33.6535568237
-11.9878942833,-76.6064777097,31.0774612427
-11.9867940522,-76.6068952266,32.1659202576
-11.9856879037,-76.6072927830,25.3418846130
-11.9845721210,-76.6076716471,19.2967548370
-11.9834533742,-76.6080295789,13.5107002258
-11.9811974128,-76.6086859580,11.6040115356
-11.9430067911,-76.6076597385,12.1846017838
-11.9364350511,-76.6050957334,17.0737838745
-11.9353688557,-76.6046019524,17.2830772400
-11.9343078877,-76.6040877045,17.7965202332
-11.9332567328,-76.6035551203,15.0077590942
-11.9322167920,-76.6030049981,18.6018714905
-11.9311864411,-76.6024365531,18.3130168915
-11.9301631268,-76.6018482610,11.3926763535
-11.9291530520,-76.6012437048,14.9822463989
-11.9281515474,-76.6006201224,17.4481792450
-11.9271618587,-76.5999794958,14.1828823090
-11.9261829422,-76.5993211704,15.0077247620
-11.9252149213,-76.5986452003,13.2742977142
-11.9242620105,-76.5979546254,12.4033451080
-11.9233188167,-76.5972455899,12.4046001434
-11.9223863152,-76.5965186544,12.1877536774
-11.9214688572,-76.5957772487,13.3866252899
-11.9162370546,-76.5909916326,13.2453508377
-11.9154155994,-76.5901424494,19.4157257080
-11.9146075451,-76.5892774603,16.2615146637
-11.9107964110,-76.5847444565,11.1795501709
-11.8970451439,-76.5343762867,15.8446922302
-11.8971983334,-76.5331945318,23.0766906738
-11.8973719018,-76.5320151407,27.1543788910
-11.8975655932,-76.5308397193,28.9832649231
-11.8977793723,-76.5296682966,35.4801902771
-11.8980137996,-76.5284981708,38.2788009644
-11.8982672511,-76.5273371761,33.7279205322
-11.8985411392,-76.5261784964,28.3741397858
-11.8988350843,-76.5250241112,29.3554153442
-11.8991489983,-76.5238744754,36.0480461121
-11.8994822457,-76.5227319069,37.6942138672
-11.8998359519,-76.5215926799,35.9480743408
-11.9002081885,-76.5204629302,34.2691764832
-11.9005997500,-76.5193400444,31.5416183472
-11.9010100098,-76.5182256202,32.5732612610
-11.9014407154,-76.5171151147,39.6449165344
-11.9018897930,-76.5160140208,43.1053886414
-11.9023582222,-76.5149199221,41.9786415100
-11.9028452000,-76.5138347236,41.7635993958
-11.9033491555,-76.5127616523,40.7009277344
-11.9038729263,-76.5116946726,36.0924530029
-11.9044160359,-76.5106350798,34.0050621033
-11.9049747511,-76.5095899692,33.3675079346
-11.9055526905,-76.5085524266,34.5311851501
-11.9061485526,-76.5075249710,36.7652091980
-11.9067629640,-76.5065066520,36.2581748962
-11.9073931049,-76.5055020505,38.9181289673
-11.9080395447,-76.5045100571,38.5692481995
-11.9087052623,-76.5035262092,35.8930587769
-11.9093866039,-76.5025560024,35.3067474365
-11.9100838653,-76.5015988807,32.0326576233
-11.9108003961,-76.5006503929,29.9504470825
-11.9115302519,-76.4997184283,26.5641250610
-11.9122754454,-76.4988001941,18.5652942657
-11.9130383685,-76.4978928304,12.5121984482
-11.9138163293,-76.4969996499,13.4419174194
-11.9154166410,-76.4952564612,12.8838129044
-11.9179273969,-76.4927501338,18.1744709015
-11.9187941879,-76.4919433160,23.0981636047
-11.9196728401,-76.4911536715,24.9637222290
-11.9205642096,-76.4903803218,26.8419017792
-11.9214718053,-76.4896203168,22.6122512817
-11.9486642184,-76.4761453390,13.3021659851
-11.9498117063,-76.4758867270,12.1251049042
-11.9567638190,-76.4747669546,11.6011753082
-11.9579305742,-76.4746525857,18.3529205322
-11.9591004727,-76.4745587874,24.8567237854
-11.9602741649,-76.4744856091,25.5745735168
-11.9614475056,-76.4744333345,21.1987781525
-11.9626215300,-76.4744018784,22.9904499054
-11.9637925490,-76.4743912601,31.2210769653
-11.9649683001,-76.4744014195,35.1013870239
-11.9661408681,-76.4744323589,41.7166481018
-11.9673140146,-76.4744841269,42.8552627563
-11.9684841984,-76.4745565588,36.9023437500
-11.9696551731,-76.4746498871,21.9514789581
-11.9708220847,-76.4747637321,27.0916824341
-11.9719913815,-76.4748987785,42.1708068848
-11.9731532763,-76.4750538903,54.2020378113
-11.9743139621,-76.4752298013,56.1836242676
-11.9754739884,-76.4754267090,52.1036415100
-11.9766252100,-76.4756431541,54.3067512512
-11.9777786424,-76.4758812368,54.7143898010
-11.9789219005,-76.4761384050,46.0647544861
-11.9800663771,-76.4764172249,30.4645271301
-11.9812000635,-76.4767147677,32.2171287537
-11.9823335393,-76.4770337883,33.9881057739
-11.9834585742,-76.4773720338,28.6616992950
-11.9845786541,-76.4777304944,23.2860984802
-11.9856907686,-76.4781082117,14.6595001221
-12.0004254813,-76.4854045123,11.5871534348
-12.0223769067,-76.5784570754,19.6095905304
-12.0217530342,-76.5794909897,31.5515975952
-12.0211118525,-76.5805130703,34.3092765808
-12.0204542136,-76.5815220863,34.3750648499
-12.0197782238,-76.5825209475,30.5063629150
-12.0190851943,-76.5835076228,34.2600402832
-12.0183738979,-76.5844837574,37.1231727600
-12.0176492663,-76.5854427157,31.7742538452
-12.0169069861,-76.5863903621,36.2477989197
-12.0161473358,-76.5873261674,35.7700042725
-12.0153730480,-76.5882467646,32.7490463257
-12.0145813771,-76.5891554175,35.0449142456
-12.0137772147,-76.5900465668,37.3879470825
-12.0129556474,-76.5909257224,36.5249099731
-12.0121173329,-76.5917919516,32.6441612244
-12.0112683595,-76.5926390859,30.7191200256
-12.0104018005,-76.5934740783,31.0025444031
-12.0095226491,-76.5942920650,31.4970474243
-12.0086288217,-76.5950949959,32.1200790405
-12.0077210115,-76.5958822300,32.8628921509
-12.0068002341,-76.5966528844,34.5863952637
-12.0058676860,-76.5974060266,34.7933464050
-12.0049227889,-76.5981422036,28.1247520447
-12.0039634637,-76.5988629755,28.7561035156
-12.0029923858,-76.5995662624,32.1107330322
-12.0020073657,-76.6002536062,36.3910903931
-12.0010149105,-76.6009205429,40.4069290161
-12.0000068160,-76.6015725766,37.5305442810
-11.9989893554,-76.6022055614,33.5680084229
-11.9979624426,-76.6028196679,35.8367691040
-11.9969236609,-76.6034163170,33.6003990173
-11.9958767649,-76.6039933798,32.1214981079
-11.9948187594,-76.6045525104,37.0827064514
-11.9937516488,-76.6050926423,34.8305931091
-11.9926740470,-76.6056144209,30.9374732971
-11.9915891679,-76.6061163049,30.9839973450
-11.9904925661,-76.6066002974,33.5301895142
-11.9893927617,-76.6070626795,34.3132629395
-11.9882827800,-76.6075064759,33.1899909973
-11.9871648040,-76.6079307235,30.1553649902
-11.9860408135,-76.6083346877,23.5938796997
-11.9849070323,-76.6087196590,16.2809696198
-11.9837702408,-76.6090833572,15.5137596130
-11.9826264507,-76.6094271356,14.8623676300
-11.9814778880,-76.6097503179,16.5546607971
-11.9426712950,-76.6087073964,12.4957017899
-11.9393011931,-76.6074944002,14.4366855621
-11.9359935657,-76.6061020150,12.5306310654
-11.9349101725,-76.6056002703,17.4620914459
-11.9338320953,-76.6050777228,23.1912803650
-11.9327639878,-76.6045365478,20.0512123108
-11.9317072755,-76.6039775482,21.3619308472
-11.9306603077,-76.6033999347,19.0750274658
-11.9296204892,-76.6028021515,15.5747833252
-11.9285941266,-76.6021878445,17.1877250671
-11.9275764709,-76.6015541978,17.9456596375
-11.9265708234,-76.6009032382,14.3111839294
-11.9255761224,-76.6002342888,14.1102657318
-11.9245924936,-76.5995474080,16.4980392456
-11.9236242134,-76.5988456986,14.3671569824
-11.9226658091,-76.5981252285,16.8749980927
-11.9217182692,-76.5973865628,16.6189384460
-11.9207860114,-76.5966331987,17.3947067261
-11.9154698414,-76.5917703921,12.5782375336
-11.9146351356,-76.5909075133,19.3571186066
-11.9138140515,-76.5900285734,18.0667285919
-11.9122181578,-76.5882280825,12.6310272217
-11.9114430479,-76.5873061728,14.0237426758
-11.8959684504,-76.5342420670,16.3710346222
-11.8961241150,-76.5330412566,21.9289302826
-11.8963004805,-76.5318428474,25.9940757751
-11.8964972866,-76.5306484718,31.6827545166
-11.8967145157,-76.5294581597,36.5288429260
-11.8969527240,-76.5282691656,36.7728538513
-11.8972102610,-76.5270894494,33.2868194580
-11.8974885653,-76.5259120850,30.9621353149
-11.8977872532,-76.5247390856,26.7385101318
-11.8981062276,-76.5235709116,34.3814201355
-11.8984448487,-76.5224099169,37.2291069031
-11.8988042595,-76.5212523194,36.6873970032
-11.8991824964,-76.5201043514,34.1632232666
-11.8995803713,-76.5189633593,34.3493957520
-11.8999972490,-76.5178309630,34.3859519958
-11.9004348991,-76.5167025503,37.1184921265
-11.9008912211,-76.5155837012,39.0791244507
-11.9013672036,-76.5144719571,38.1878967285
-11.9018620348,-76.5133692608,40.0194168091
-11.9023741172,-76.5122788864,37.8724403381
-11.9029063371,-76.5111946998,36.8206100464
-11.9034581958,-76.5101180186,35.8628044128
-11.9040259160,-76.5090560524,33.8370437622
-11.9046131782,-76.5080017751,34.8313369751
-11.9052186498,-76.5069577503,35.7849502563
-11.9058429664,-76.5059230075,34.5563011169
-11.9064832685,-76.5049022083,35.4745445251
-11.9071401342,-76.5038942141,37.1652450562
-11.9078165868,-76.5028944997,36.6563949585
-11.9085089192,-76.5019086456,34.6755943298
-11.9092174185,-76.5009360917,34.2660369873
-11.9099455094,-76.4999723056,32.7433700562
-11.9106871372,-76.4990253160,26.6994132996
-11.9114443453,-76.4980922717,19.0972194672
-11.9122195744,-76.4971702678,13.4115962982
-11.9130100751,-76.4962626844,13.1847276688
-11.9138157152,-76.4953696289,11.0968008041
-11.9146361992,-76.4944913794,11.2190093994
-11.9163228555,-76.4927780697,11.7638874054
-11.9171874438,-76.4919446278,18.7861518860
-11.9180682136,-76.4911247949,23.6751823425
-11.9189610300,-76.4903224174,25.6044769287
-11.9198667758,-76.4895365899,23.8916015625
-11.9207890080,-76.4887643309,20.5222949982
-11.9484199635,-76.4750719343,13.6807308197
-11.9495859582,-76.4748091489,12.5024414062
-11.9578357712,-76.4735550703,18.6688518524
-11.9590245380,-76.4734597518,25.5372009277
-11.9602171608,-76.4733853938,27.3671607971
-11.9614094262,-76.4733322759,23.0619792938
-11.9626023863,-76.4733003037,19.7438983917
-11.9637922926,-76.4732895054,24.6884803772
-11.9649870075,-76.4732998256,25.3321723938
-11.9661784881,-76.4733312530,25.8974056244
-11.9673705565,-76.4733838543,29.4229812622
-11.9685596145,-76.4734574468,22.7973613739
-11.9697494767,-76.4735522764,12.6575374603
-11.9709352103,-76.4736679501,15.1651802063
-11.9721233672,-76.4738051748,37.3313751221
-11.9733040027,-76.4739627789,51.3750877380
-11.9744834095,-76.4741415275,52.4722709656
-11.9756621470,-76.4743416046,52.4014358521
-11.9768319365,-76.4745615420,52.7216339111
-11.9780039733,-76.4748034623,52.5497550964
-11.9791656715,-76.4750647731,44.7260360718
-11.9803286083,-76.4753480899,32.8181228638
-11.9814805818,-76.4756504212,31.8140792847
-11.9826323415,-76.4759745801,30.6352233887
-11.9837755224,-76.4763182779,25.5954284668
-11.9849136692,-76.4766825183,23.0310020447
-11.9860437225,-76.4770663248,14.9812507629
-12.0000116080,-76.4838304578,11.7358455658
-12.0010161201,-76.4844802594,13.1746034622
-12.0233066616,-76.5790247713,20.5291805267
-12.0226728800,-76.5800751002,32.9750328064
-12.0220215154,-76.5811134046,36.8186225891
-12.0213534420,-76.5821384379,36.5870513916
-12.0206667130,-76.5831531592,33.4811706543
-12.0199626839,-76.5841554969,30.1883544922
-12.0192400921,-76.5851471277,35.5992355347
-12.0185039576,-76.5861213085,38.2268486023
-12.0177498920,-76.5870839978,38.8739929199
-12.0169781824,-76.5880346573,36.7424049377
-12.0161916060,-76.5889698663,36.9042587280
-12.0153873639,-76.5898929423,36.8698234558
-12.0145704360,-76.5907982365,37.0668716431
-12.0137358251,-76.5916913483,38.2925262451
-12.0128842023,-76.5925713272,34.1562614441
-12.0120217527,-76.5934319104,32.2529945374
-12.0111414351,-76.5942801543,31.2380599976
-12.0102483265,-76.5951111229,32.9043197632
-12.0093403124,-76.5959268024,33.3387756348
-12.0084180860,-76.5967265293,30.1440277100
-12.0074826894,-76.5975094115,33.7508544922
-12.0065353411,-76.5982745078,31.0515747070
-12.0055754408,-76.5990223741,27.0041084290
-12.0046008873,-76.5997545839,29.9304580688
-12.0036143914,-76.6004690349,32.6554985046
-12.0026137327,-76.6011672825,36.1393775940
-12.0016055242,-76.6018448043,37.7913818359
-12.0005814248,-76.6025071897,37.2426528931
-11.9995478115,-76.6031502166,31.5450630188
-11.9985045983,-76.6037740645,26.5591239929
-11.9974493264,-76.6043801857,27.1235904694
-11.9963858123,-76.6049664066,30.1344261169
-11.9953110101,-76.6055344081,31.3239097595
-11.9942269593,-76.6060831146,30.6441650391
-11.9931322498,-76.6066131673,33.4215583801
-11.9920301483,-76.6071230112,30.2924423218
-11.9909161367,-76.6076146855,30.7105712891
-11.9897988762,-76.6080844039,31.9330825806
-11.9886712751,-76.6085352406,31.6819648743
-11.9875355496,-76.6089662188,30.6946601868
-11.9863937172,-76.6093765907,24.3568801880
-11.9852419375,-76.6097676691,19.2685432434
-11.9840870990,-76.6101371379,13.3411006927
-11.9517339713,-76.6121376302,11.3029613495
-11.9469960962,-76.6111135337,11.3993940353
-11.9400460364,-76.6089536475,11.7290515900
-11.9389122025,-76.6085227917,11.0637435913
-11.9377828023,-76.6080706481,12.8355293274
-11.9366625823,-76.6075990424,17.1703643799
-11.9355520788,-76.6071082889,13.9085121155
-11.9344514925,-76.6065985760,15.0713024139
-11.9333563037,-76.6060677332,17.8587684631
-11.9322712438,-76.6055179628,12.3153123856
-11.9311977601,-76.6049500901,21.2497653961
-11.9301341777,-76.6043633035,20.4976043701
-11.9290778550,-76.6037560292,16.2474613190
-11.9280352023,-76.6031319669,20.3058776855
-11.9270013958,-76.6024882648,19.3883666992
-11.9259797850,-76.6018269676,14.2339687347
-11.9249692996,-76.6011473986,18.4129848480
-11.9239700542,-76.6004496160,19.4999885559
-11.9229864090,-76.5997367676,15.2085304260
-11.9220127943,-76.5990048584,13.7304286957
-11.9210502206,-76.5982544671,16.4730148315
-11.9201031673,-76.5974891400,19.1467437744
-11.9191670532,-76.5967051650,16.3242244720
-11.9173380091,-76.5950898483,16.8839454651
-11.9164462747,-76.5942597171,17.8428516388
-11.9130205602,-76.5907796777,16.1935539246
-11.9122013697,-76.5898715153,13.0330944061
-11.8948917524,-76.5341078478,16.9773807526
-11.8950498875,-76.5328879815,22.7181968689
-11.8952290501,-76.5316705555,27.4914932251
-11.8954289842,-76.5304572246,30.2290229797
-11.8956496634,-76.5292480244,36.2820549011
-11.8958916526,-76.5280401623,40.0304374695
-11.8961532793,-76.5268417247,35.5168228149
-11.8964359955,-76.5256456768,28.3408584595
-11.8967394217,-76.5244540622,30.6053199768
-11.8970634609,-76.5232673501,36.0970344543
-11.8974074557,-76.5220879315,36.2269935608
-11.8977725666,-76.5209119637,34.5025520325
-11.8981568081,-76.5197457776,33.9890937805
-11.8985609965,-76.5185866792,34.0151062012
-11.8989844920,-76.5174363133,36.7522430420
-11.8994290865,-76.5162899911,40.2945785522
-11.8998926485,-76.5151533871,42.6896018982
-11.9003761799,-76.5140239976,40.0920944214
-11.9008788644,-76.5129038013,37.7249488831
-11.9013990737,-76.5117961218,35.3494644165
-11.9019397381,-76.5106947283,36.2900924683
-11.9025003591,-76.5096009611,35.0629692078
-11.9030770931,-76.5085221416,36.3322677612
-11.9036736692,-76.5074511341,37.0046806335
-11.9042887503,-76.5063905379,36.5277862549
-11.9049229764,-76.5053393736,35.1322174072
-11.9055734396,-76.5043023701,39.7546539307
-11.9062407312,-76.5032783797,40.9748077393
-11.9069279141,-76.5022627987,37.3402709961
-11.9076312329,-76.5012612975,35.4634704590
-11.9083509789,-76.5002733068,33.6268463135
-11.9090906254,-76.4992942271,30.4964294434
-11.9098440207,-76.4983322035,25.3411273956
-11.9106132479,-76.4973843490,21.3155918121
-11.9114007740,-76.4964477140,16.6567382812
-11.9122038278,-76.4955257278,14.3266296387
-11.9130222505,-76.4946184977,12.6145515442
-11.9138557554,-76.4937263064,11.6869087219
-11.9155691818,-76.4919857980,12.1581802368
-11.9164474884,-76.4911391307,20.6124534607
-11.9173422370,-76.4903062826,26.6796817780
-11.9182492264,-76.4894911677,29.5330753326
-11.9191693437,-76.4886928668,29.2859878540
-11.9201062124,-76.4879083493,21.4512825012
-11.9493602072,-76.4737315770,12.1910963058
-11.9577409638,-76.4724575602,17.5205612183
-11.9589485996,-76.4723607212,24.7687454224
